time,location,Y,total_sessions,total_carts,total_checkouts,total_orders_placed
2024-05-27,tlaxcala,Mexico,179,6,2,1
2024-05-28,mexico city,Mexico,12179,501,252,53
2024-05-28,méxico,Mexico,5701,217,121,25
2024-05-28,nuevo león,Mexico,3526,155,61,18
2024-05-28,jalisco,Mexico,3660,153,86,29
2024-05-28,veracruz,Mexico,1598,62,31,6
2024-05-28,guanajuato,Mexico,1280,57,37,6
2024-05-28,sinaloa,Mexico,888,30,12,4
2024-05-28,puebla,Mexico,1313,40,27,5
2024-05-28,querétaro,Mexico,788,32,16,7
2024-05-28,baja california,Mexico,1014,38,13,3
2024-05-28,chihuahua,Mexico,1069,42,22,3
2024-05-28,sonora,Mexico,846,35,26,8
2024-05-28,coahuila,Mexico,762,40,10,1
2024-05-28,tamaulipas,Mexico,805,20,10,2
2024-05-28,yucatán,Mexico,996,30,10,2
2024-05-28,quintana roo,Mexico,1080,42,20,9
2024-05-28,michoacán,Mexico,841,26,14,3
2024-05-28,morelos,Mexico,702,35,12,3
2024-05-28,tabasco,Mexico,730,39,19,4
2024-05-28,guerrero,Mexico,419,13,10,1
2024-05-28,chiapas,Mexico,413,19,8,1
2024-05-28,san luis potosí,Mexico,263,13,11,2
2024-05-28,hidalgo,Mexico,469,16,13,3
2024-05-28,oaxaca,Mexico,230,10,3,0
2024-05-28,aguascalientes,Mexico,297,13,4,2
2024-05-28,zacatecas,Mexico,260,12,8,1
2024-05-28,baja california sur,Mexico,255,7,2,1
2024-05-28,durango,Mexico,249,10,2,0
2024-05-28,campeche,Mexico,209,6,2,0
2024-05-28,nayarit,Mexico,139,7,3,0
2024-05-28,colima,Mexico,180,5,6,0
2024-05-28,tlaxcala,Mexico,183,9,5,2
2024-05-29,mexico city,Mexico,9223,438,246,53
2024-05-29,méxico,Mexico,4122,174,106,19
2024-05-29,nuevo león,Mexico,2806,106,48,12
2024-05-29,jalisco,Mexico,2740,122,74,14
2024-05-29,veracruz,Mexico,1224,43,21,0
2024-05-29,guanajuato,Mexico,915,39,18,4
2024-05-29,sinaloa,Mexico,681,28,28,2
2024-05-29,puebla,Mexico,960,35,18,3
2024-05-29,querétaro,Mexico,619,91,86,2
2024-05-29,baja california,Mexico,941,33,21,2
2024-05-29,chihuahua,Mexico,893,29,24,4
2024-05-29,sonora,Mexico,701,26,15,3
2024-05-29,coahuila,Mexico,639,81,70,4
2024-05-29,tamaulipas,Mexico,677,17,7,1
2024-05-29,yucatán,Mexico,783,32,18,4
2024-05-29,quintana roo,Mexico,904,47,27,3
2024-05-29,michoacán,Mexico,658,23,10,4
2024-05-29,morelos,Mexico,541,19,8,1
2024-05-29,tabasco,Mexico,599,15,12,3
2024-05-29,guerrero,Mexico,318,7,8,3
2024-05-29,chiapas,Mexico,310,20,20,4
2024-05-29,san luis potosí,Mexico,176,5,3,0
2024-05-29,hidalgo,Mexico,400,15,5,1
2024-05-29,oaxaca,Mexico,166,4,4,1
2024-05-29,aguascalientes,Mexico,269,11,6,3
2024-05-29,zacatecas,Mexico,202,7,4,0
2024-05-29,baja california sur,Mexico,215,8,3,2
2024-05-29,durango,Mexico,175,9,10,4
2024-05-29,campeche,Mexico,208,14,3,0
2024-05-29,nayarit,Mexico,131,4,0,0
2024-05-29,colima,Mexico,147,8,6,2
2024-05-29,tlaxcala,Mexico,118,4,3,0
2024-05-30,mexico city,Mexico,8675,447,305,40
2024-05-30,méxico,Mexico,3948,186,84,27
2024-05-30,nuevo león,Mexico,2970,120,64,14
2024-05-30,jalisco,Mexico,2793,119,68,6
2024-05-30,veracruz,Mexico,1083,38,26,5
2024-05-30,guanajuato,Mexico,943,36,17,2
2024-05-30,sinaloa,Mexico,623,31,19,4
2024-05-30,puebla,Mexico,1001,35,17,2
2024-05-30,querétaro,Mexico,625,109,106,3
2024-05-30,baja california,Mexico,823,34,16,4
2024-05-30,chihuahua,Mexico,762,25,13,2
2024-05-30,sonora,Mexico,752,42,15,5
2024-05-30,coahuila,Mexico,671,123,112,2
2024-05-30,tamaulipas,Mexico,588,21,4,0
2024-05-30,yucatán,Mexico,780,36,17,4
2024-05-30,quintana roo,Mexico,898,35,22,2
2024-05-30,michoacán,Mexico,570,19,13,4
2024-05-30,morelos,Mexico,469,17,8,1
2024-05-30,tabasco,Mexico,536,20,9,1
2024-05-30,guerrero,Mexico,290,9,1,0
2024-05-30,chiapas,Mexico,316,10,8,2
2024-05-30,san luis potosí,Mexico,179,8,2,1
2024-05-30,hidalgo,Mexico,309,11,9,2
2024-05-30,oaxaca,Mexico,156,4,3,0
2024-05-30,aguascalientes,Mexico,244,11,8,0
2024-05-30,zacatecas,Mexico,228,5,3,1
2024-05-30,baja california sur,Mexico,213,12,9,1
2024-05-30,durango,Mexico,195,14,7,2
2024-05-30,campeche,Mexico,215,13,9,2
2024-05-30,nayarit,Mexico,135,6,3,0
2024-05-30,colima,Mexico,129,5,4,2
2024-05-30,tlaxcala,Mexico,127,8,3,2
2024-05-31,mexico city,Mexico,9351,424,313,61
2024-05-31,méxico,Mexico,4070,157,84,18
2024-05-31,nuevo león,Mexico,3108,136,60,16
2024-05-31,jalisco,Mexico,2874,115,68,21
2024-05-31,veracruz,Mexico,1209,43,29,2
2024-05-31,guanajuato,Mexico,947,27,12,3
2024-05-31,sinaloa,Mexico,741,34,22,6
2024-05-31,puebla,Mexico,1107,96,73,4
2024-05-31,querétaro,Mexico,722,62,50,6
2024-05-31,baja california,Mexico,889,19,12,1
2024-05-31,chihuahua,Mexico,800,41,16,5
2024-05-31,sonora,Mexico,728,32,17,4
2024-05-31,coahuila,Mexico,703,102,90,0
2024-05-31,tamaulipas,Mexico,663,21,8,0
2024-05-31,yucatán,Mexico,796,27,16,5
2024-05-31,quintana roo,Mexico,958,39,21,5
2024-05-31,michoacán,Mexico,619,27,11,1
2024-05-31,morelos,Mexico,475,24,16,2
2024-05-31,tabasco,Mexico,573,28,13,0
2024-05-31,guerrero,Mexico,354,17,3,1
2024-05-31,chiapas,Mexico,308,16,8,3
2024-05-31,san luis potosí,Mexico,221,12,7,4
2024-05-31,hidalgo,Mexico,345,22,19,5
2024-05-31,oaxaca,Mexico,165,8,6,1
2024-05-31,aguascalientes,Mexico,251,9,5,1
2024-05-31,zacatecas,Mexico,211,15,6,0
2024-05-31,baja california sur,Mexico,207,10,5,1
2024-05-31,durango,Mexico,190,6,5,1
2024-05-31,campeche,Mexico,211,5,1,1
2024-05-31,nayarit,Mexico,132,6,6,2
2024-05-31,colima,Mexico,123,5,0,0
2024-05-31,tlaxcala,Mexico,161,7,6,1
2024-06-01,mexico city,Mexico,8701,401,287,58
2024-06-01,méxico,Mexico,4052,165,93,28
2024-06-01,nuevo león,Mexico,3023,116,52,12
2024-06-01,jalisco,Mexico,3035,99,61,15
2024-06-01,veracruz,Mexico,1205,57,31,6
2024-06-01,guanajuato,Mexico,1002,29,14,7
2024-06-01,sinaloa,Mexico,821,30,14,1
2024-06-01,puebla,Mexico,1131,131,112,2
2024-06-01,querétaro,Mexico,743,36,17,3
2024-06-01,baja california,Mexico,755,25,8,0
2024-06-01,chihuahua,Mexico,778,29,17,3
2024-06-01,sonora,Mexico,806,40,26,3
2024-06-01,coahuila,Mexico,827,118,105,0
2024-06-01,tamaulipas,Mexico,715,19,10,1
2024-06-01,yucatán,Mexico,755,33,8,1
2024-06-01,quintana roo,Mexico,891,42,22,3
2024-06-01,michoacán,Mexico,605,18,14,3
2024-06-01,morelos,Mexico,501,11,10,1
2024-06-01,tabasco,Mexico,557,24,16,3
2024-06-01,guerrero,Mexico,343,17,8,2
2024-06-01,chiapas,Mexico,286,16,6,3
2024-06-01,san luis potosí,Mexico,320,8,4,1
2024-06-01,hidalgo,Mexico,337,17,9,1
2024-06-01,oaxaca,Mexico,141,3,1,0
2024-06-01,aguascalientes,Mexico,209,3,3,1
2024-06-01,zacatecas,Mexico,196,8,4,2
2024-06-01,baja california sur,Mexico,209,12,6,1
2024-06-01,durango,Mexico,172,6,3,0
2024-06-01,campeche,Mexico,229,9,2,0
2024-06-01,nayarit,Mexico,104,5,2,0
2024-06-01,colima,Mexico,135,6,5,1
2024-06-01,tlaxcala,Mexico,118,7,5,3
2024-06-02,mexico city,Mexico,8703,377,226,38
2024-06-02,méxico,Mexico,4089,152,100,19
2024-06-02,nuevo león,Mexico,3097,84,44,8
2024-06-02,jalisco,Mexico,2787,106,65,10
2024-06-02,veracruz,Mexico,1147,32,18,4
2024-06-02,guanajuato,Mexico,946,26,18,1
2024-06-02,sinaloa,Mexico,737,29,10,4
2024-06-02,puebla,Mexico,1082,135,123,3
2024-06-02,querétaro,Mexico,688,15,12,2
2024-06-02,baja california,Mexico,806,24,15,2
2024-06-02,chihuahua,Mexico,821,21,13,2
2024-06-02,sonora,Mexico,752,27,16,1
2024-06-02,coahuila,Mexico,850,120,107,3
2024-06-02,tamaulipas,Mexico,628,15,8,2
2024-06-02,yucatán,Mexico,743,24,10,0
2024-06-02,quintana roo,Mexico,909,26,16,4
2024-06-02,michoacán,Mexico,578,19,8,1
2024-06-02,morelos,Mexico,507,18,10,1
2024-06-02,tabasco,Mexico,515,17,12,2
2024-06-02,guerrero,Mexico,288,4,5,2
2024-06-02,chiapas,Mexico,276,13,4,2
2024-06-02,san luis potosí,Mexico,304,7,2,0
2024-06-02,hidalgo,Mexico,338,7,7,1
2024-06-02,oaxaca,Mexico,103,1,4,0
2024-06-02,aguascalientes,Mexico,228,8,2,0
2024-06-02,zacatecas,Mexico,169,6,4,0
2024-06-02,baja california sur,Mexico,173,5,9,2
2024-06-02,durango,Mexico,189,11,5,1
2024-06-02,campeche,Mexico,204,7,4,0
2024-06-02,nayarit,Mexico,102,0,2,0
2024-06-02,colima,Mexico,107,3,3,1
2024-06-02,tlaxcala,Mexico,109,1,0,0
2024-06-03,mexico city,Mexico,10459,415,265,38
2024-06-03,méxico,Mexico,4701,166,90,13
2024-06-03,nuevo león,Mexico,3819,113,57,16
2024-06-03,jalisco,Mexico,3531,104,64,9
2024-06-03,veracruz,Mexico,1356,31,22,3
2024-06-03,guanajuato,Mexico,1127,39,15,2
2024-06-03,sinaloa,Mexico,1034,33,22,6
2024-06-03,puebla,Mexico,1325,124,111,4
2024-06-03,querétaro,Mexico,911,34,22,7
2024-06-03,baja california,Mexico,1123,37,12,3
2024-06-03,chihuahua,Mexico,1025,20,7,1
2024-06-03,sonora,Mexico,946,36,18,2
2024-06-03,coahuila,Mexico,1059,111,95,0
2024-06-03,tamaulipas,Mexico,857,21,8,1
2024-06-03,yucatán,Mexico,859,24,18,4
2024-06-03,quintana roo,Mexico,998,25,17,2
2024-06-03,michoacán,Mexico,744,23,13,1
2024-06-03,morelos,Mexico,583,16,8,3
2024-06-03,tabasco,Mexico,643,23,8,2
2024-06-03,guerrero,Mexico,355,15,8,2
2024-06-03,chiapas,Mexico,303,8,7,1
2024-06-03,san luis potosí,Mexico,355,10,4,0
2024-06-03,hidalgo,Mexico,426,15,6,3
2024-06-03,oaxaca,Mexico,172,8,2,0
2024-06-03,aguascalientes,Mexico,286,5,4,2
2024-06-03,zacatecas,Mexico,222,8,5,0
2024-06-03,baja california sur,Mexico,236,9,2,0
2024-06-03,durango,Mexico,232,8,3,1
2024-06-03,campeche,Mexico,251,6,5,1
2024-06-03,nayarit,Mexico,139,6,0,0
2024-06-03,colima,Mexico,173,9,5,0
2024-06-03,tlaxcala,Mexico,131,5,1,0
2024-06-04,mexico city,Mexico,10805,487,288,48
2024-06-04,méxico,Mexico,4531,177,102,19
2024-06-04,nuevo león,Mexico,3798,120,62,12
2024-06-04,jalisco,Mexico,3568,134,71,20
2024-06-04,veracruz,Mexico,1371,55,24,2
2024-06-04,guanajuato,Mexico,1247,54,24,4
2024-06-04,sinaloa,Mexico,1019,45,19,2
2024-06-04,puebla,Mexico,1312,142,112,2
2024-06-04,querétaro,Mexico,890,36,16,3
2024-06-04,baja california,Mexico,1394,35,14,2
2024-06-04,chihuahua,Mexico,1052,34,20,1
2024-06-04,sonora,Mexico,971,39,12,0
2024-06-04,coahuila,Mexico,1047,129,109,3
2024-06-04,tamaulipas,Mexico,842,23,5,0
2024-06-04,yucatán,Mexico,945,42,15,1
2024-06-04,quintana roo,Mexico,969,36,24,3
2024-06-04,michoacán,Mexico,725,28,21,3
2024-06-04,morelos,Mexico,606,23,12,2
2024-06-04,tabasco,Mexico,691,24,11,2
2024-06-04,guerrero,Mexico,382,9,5,1
2024-06-04,chiapas,Mexico,362,14,10,2
2024-06-04,san luis potosí,Mexico,383,19,3,1
2024-06-04,hidalgo,Mexico,408,17,9,3
2024-06-04,oaxaca,Mexico,179,5,8,2
2024-06-04,aguascalientes,Mexico,311,13,12,1
2024-06-04,zacatecas,Mexico,257,10,2,0
2024-06-04,baja california sur,Mexico,213,7,2,0
2024-06-04,durango,Mexico,260,9,4,1
2024-06-04,campeche,Mexico,226,5,3,1
2024-06-04,nayarit,Mexico,131,6,3,0
2024-06-04,colima,Mexico,150,6,3,1
2024-06-04,tlaxcala,Mexico,175,7,5,1
2024-06-05,mexico city,Mexico,11005,456,284,51
2024-06-05,méxico,Mexico,4847,176,88,19
2024-06-05,nuevo león,Mexico,3635,140,75,13
2024-06-05,jalisco,Mexico,3569,147,71,17
2024-06-05,veracruz,Mexico,1240,44,17,1
2024-06-05,guanajuato,Mexico,1207,59,28,8
2024-06-05,sinaloa,Mexico,933,33,10,4
2024-06-05,puebla,Mexico,1293,63,39,5
2024-06-05,querétaro,Mexico,971,40,20,3
2024-06-05,baja california,Mexico,1285,30,13,1
2024-06-05,chihuahua,Mexico,975,26,8,2
2024-06-05,sonora,Mexico,959,46,32,4
2024-06-05,coahuila,Mexico,946,116,106,1
2024-06-05,tamaulipas,Mexico,844,19,7,2
2024-06-05,yucatán,Mexico,950,35,23,7
2024-06-05,quintana roo,Mexico,987,34,12,0
2024-06-05,michoacán,Mexico,744,25,8,2
2024-06-05,morelos,Mexico,637,30,15,0
2024-06-05,tabasco,Mexico,653,21,13,1
2024-06-05,guerrero,Mexico,364,17,12,1
2024-06-05,chiapas,Mexico,317,14,6,1
2024-06-05,san luis potosí,Mexico,393,21,5,2
2024-06-05,hidalgo,Mexico,436,21,12,2
2024-06-05,oaxaca,Mexico,162,5,1,0
2024-06-05,aguascalientes,Mexico,312,11,6,0
2024-06-05,zacatecas,Mexico,214,6,5,1
2024-06-05,baja california sur,Mexico,232,10,4,1
2024-06-05,durango,Mexico,209,4,1,0
2024-06-05,campeche,Mexico,236,5,7,2
2024-06-05,nayarit,Mexico,149,7,4,1
2024-06-05,colima,Mexico,191,18,3,0
2024-06-05,tlaxcala,Mexico,164,6,6,0
2024-06-06,mexico city,Mexico,10545,456,262,38
2024-06-06,méxico,Mexico,4615,180,95,29
2024-06-06,nuevo león,Mexico,3661,114,63,13
2024-06-06,jalisco,Mexico,3613,136,67,9
2024-06-06,veracruz,Mexico,1381,53,24,2
2024-06-06,guanajuato,Mexico,1233,47,28,7
2024-06-06,sinaloa,Mexico,953,37,17,4
2024-06-06,puebla,Mexico,1272,44,21,4
2024-06-06,querétaro,Mexico,952,25,7,2
2024-06-06,baja california,Mexico,1280,41,15,4
2024-06-06,chihuahua,Mexico,953,28,12,4
2024-06-06,sonora,Mexico,929,28,16,3
2024-06-06,coahuila,Mexico,1016,127,107,2
2024-06-06,tamaulipas,Mexico,893,28,11,2
2024-06-06,yucatán,Mexico,959,30,19,5
2024-06-06,quintana roo,Mexico,1053,31,16,4
2024-06-06,michoacán,Mexico,740,25,10,3
2024-06-06,morelos,Mexico,605,30,14,3
2024-06-06,tabasco,Mexico,751,29,13,1
2024-06-06,guerrero,Mexico,383,17,10,1
2024-06-06,chiapas,Mexico,384,9,6,2
2024-06-06,san luis potosí,Mexico,399,17,5,3
2024-06-06,hidalgo,Mexico,411,20,6,2
2024-06-06,oaxaca,Mexico,191,5,4,2
2024-06-06,aguascalientes,Mexico,309,13,5,1
2024-06-06,zacatecas,Mexico,202,6,3,1
2024-06-06,baja california sur,Mexico,239,5,2,0
2024-06-06,durango,Mexico,224,7,2,0
2024-06-06,campeche,Mexico,276,12,6,0
2024-06-06,nayarit,Mexico,156,7,2,0
2024-06-06,colima,Mexico,171,6,1,0
2024-06-06,tlaxcala,Mexico,167,10,4,1
2024-06-07,mexico city,Mexico,10458,477,268,31
2024-06-07,méxico,Mexico,4645,209,104,22
2024-06-07,nuevo león,Mexico,3823,133,79,14
2024-06-07,jalisco,Mexico,3497,145,67,10
2024-06-07,veracruz,Mexico,1554,58,36,6
2024-06-07,guanajuato,Mexico,1282,56,25,6
2024-06-07,sinaloa,Mexico,970,44,12,1
2024-06-07,puebla,Mexico,1274,34,19,2
2024-06-07,querétaro,Mexico,971,39,14,3
2024-06-07,baja california,Mexico,1253,26,17,3
2024-06-07,chihuahua,Mexico,954,41,14,2
2024-06-07,sonora,Mexico,882,27,11,2
2024-06-07,coahuila,Mexico,1056,136,111,1
2024-06-07,tamaulipas,Mexico,831,22,11,1
2024-06-07,yucatán,Mexico,994,34,14,1
2024-06-07,quintana roo,Mexico,1011,28,9,2
2024-06-07,michoacán,Mexico,745,38,14,2
2024-06-07,morelos,Mexico,612,17,11,2
2024-06-07,tabasco,Mexico,767,32,16,3
2024-06-07,guerrero,Mexico,381,14,2,1
2024-06-07,chiapas,Mexico,428,20,14,3
2024-06-07,san luis potosí,Mexico,391,28,4,0
2024-06-07,hidalgo,Mexico,372,15,7,1
2024-06-07,oaxaca,Mexico,170,7,2,0
2024-06-07,aguascalientes,Mexico,254,6,3,1
2024-06-07,zacatecas,Mexico,223,5,3,0
2024-06-07,baja california sur,Mexico,272,11,4,0
2024-06-07,durango,Mexico,218,7,5,1
2024-06-07,campeche,Mexico,269,10,9,0
2024-06-07,nayarit,Mexico,130,5,4,1
2024-06-07,colima,Mexico,216,14,6,0
2024-06-07,tlaxcala,Mexico,188,13,12,1
2024-06-08,mexico city,Mexico,10717,531,298,50
2024-06-08,méxico,Mexico,4810,204,95,15
2024-06-08,nuevo león,Mexico,4010,119,57,10
2024-06-08,jalisco,Mexico,3663,159,75,14
2024-06-08,veracruz,Mexico,1577,77,29,5
2024-06-08,guanajuato,Mexico,1424,57,24,3
2024-06-08,sinaloa,Mexico,1016,39,13,3
2024-06-08,puebla,Mexico,1387,78,26,5
2024-06-08,querétaro,Mexico,929,39,12,2
2024-06-08,baja california,Mexico,1205,27,11,3
2024-06-08,chihuahua,Mexico,996,33,19,2
2024-06-08,sonora,Mexico,876,36,15,2
2024-06-08,coahuila,Mexico,1021,123,108,1
2024-06-08,tamaulipas,Mexico,796,30,12,0
2024-06-08,yucatán,Mexico,1068,43,19,4
2024-06-08,quintana roo,Mexico,1142,47,22,3
2024-06-08,michoacán,Mexico,841,25,12,0
2024-06-08,morelos,Mexico,662,24,7,1
2024-06-08,tabasco,Mexico,792,38,23,5
2024-06-08,guerrero,Mexico,392,7,4,1
2024-06-08,chiapas,Mexico,426,23,3,0
2024-06-08,san luis potosí,Mexico,408,13,6,2
2024-06-08,hidalgo,Mexico,438,21,6,0
2024-06-08,oaxaca,Mexico,209,10,4,1
2024-06-08,aguascalientes,Mexico,268,11,4,2
2024-06-08,zacatecas,Mexico,244,13,5,2
2024-06-08,baja california sur,Mexico,276,13,4,2
2024-06-08,durango,Mexico,232,6,1,0
2024-06-08,campeche,Mexico,269,15,9,1
2024-06-08,nayarit,Mexico,115,10,4,1
2024-06-08,colima,Mexico,196,12,7,0
2024-06-08,tlaxcala,Mexico,236,7,6,1
2024-06-09,mexico city,Mexico,11352,652,322,57
2024-06-09,méxico,Mexico,5253,224,92,16
2024-06-09,nuevo león,Mexico,4277,192,87,19
2024-06-09,jalisco,Mexico,4098,212,74,17
2024-06-09,veracruz,Mexico,1666,71,33,6
2024-06-09,guanajuato,Mexico,1445,70,39,9
2024-06-09,sinaloa,Mexico,1127,49,16,2
2024-06-09,puebla,Mexico,1509,71,28,8
2024-06-09,querétaro,Mexico,1156,55,26,4
2024-06-09,baja california,Mexico,1229,51,20,6
2024-06-09,chihuahua,Mexico,1052,39,16,4
2024-06-09,sonora,Mexico,1051,49,13,1
2024-06-09,coahuila,Mexico,1153,139,107,2
2024-06-09,tamaulipas,Mexico,916,49,10,1
2024-06-09,yucatán,Mexico,1118,48,21,6
2024-06-09,quintana roo,Mexico,1178,59,22,7
2024-06-09,michoacán,Mexico,888,32,20,4
2024-06-09,morelos,Mexico,767,38,4,1
2024-06-09,tabasco,Mexico,775,36,12,1
2024-06-09,guerrero,Mexico,428,21,11,2
2024-06-09,chiapas,Mexico,432,22,10,5
2024-06-09,san luis potosí,Mexico,453,22,10,2
2024-06-09,hidalgo,Mexico,482,28,7,3
2024-06-09,oaxaca,Mexico,218,7,5,1
2024-06-09,aguascalientes,Mexico,312,18,8,2
2024-06-09,zacatecas,Mexico,263,10,3,0
2024-06-09,baja california sur,Mexico,272,15,4,1
2024-06-09,durango,Mexico,268,9,4,0
2024-06-09,campeche,Mexico,275,21,14,4
2024-06-09,nayarit,Mexico,136,7,1,0
2024-06-09,colima,Mexico,168,14,3,2
2024-06-09,tlaxcala,Mexico,237,18,7,5
2024-06-10,mexico city,Mexico,12992,600,320,58
2024-06-10,méxico,Mexico,5732,229,112,22
2024-06-10,nuevo león,Mexico,4798,182,104,21
2024-06-10,jalisco,Mexico,4647,199,87,27
2024-06-10,veracruz,Mexico,1856,67,37,5
2024-06-10,guanajuato,Mexico,1689,58,25,5
2024-06-10,sinaloa,Mexico,1266,63,25,2
2024-06-10,puebla,Mexico,1558,55,25,3
2024-06-10,querétaro,Mexico,1254,61,38,5
2024-06-10,baja california,Mexico,1350,39,12,3
2024-06-10,chihuahua,Mexico,1252,48,23,2
2024-06-10,sonora,Mexico,1133,42,14,3
2024-06-10,coahuila,Mexico,1208,130,92,3
2024-06-10,tamaulipas,Mexico,988,38,14,4
2024-06-10,yucatán,Mexico,1245,47,34,5
2024-06-10,quintana roo,Mexico,1310,59,23,7
2024-06-10,michoacán,Mexico,959,39,20,2
2024-06-10,morelos,Mexico,797,37,14,7
2024-06-10,tabasco,Mexico,821,27,8,3
2024-06-10,guerrero,Mexico,481,18,14,2
2024-06-10,chiapas,Mexico,459,14,5,1
2024-06-10,san luis potosí,Mexico,489,18,4,0
2024-06-10,hidalgo,Mexico,491,18,10,4
2024-06-10,oaxaca,Mexico,231,11,6,3
2024-06-10,aguascalientes,Mexico,392,14,12,4
2024-06-10,zacatecas,Mexico,269,10,2,1
2024-06-10,baja california sur,Mexico,316,16,2,0
2024-06-10,durango,Mexico,258,7,7,0
2024-06-10,campeche,Mexico,310,10,8,1
2024-06-10,nayarit,Mexico,163,4,5,0
2024-06-10,colima,Mexico,245,13,6,2
2024-06-10,tlaxcala,Mexico,244,16,7,2
2024-06-11,mexico city,Mexico,12832,573,316,64
2024-06-11,méxico,Mexico,5626,229,101,21
2024-06-11,nuevo león,Mexico,4469,158,72,20
2024-06-11,jalisco,Mexico,4456,172,74,13
2024-06-11,veracruz,Mexico,1778,53,26,5
2024-06-11,guanajuato,Mexico,1441,56,30,4
2024-06-11,sinaloa,Mexico,1116,50,18,4
2024-06-11,puebla,Mexico,1552,54,34,6
2024-06-11,querétaro,Mexico,1251,44,28,10
2024-06-11,baja california,Mexico,1277,29,10,1
2024-06-11,chihuahua,Mexico,1057,46,17,5
2024-06-11,sonora,Mexico,1092,26,12,2
2024-06-11,coahuila,Mexico,1185,137,89,3
2024-06-11,tamaulipas,Mexico,997,33,16,2
2024-06-11,yucatán,Mexico,1143,41,16,4
2024-06-11,quintana roo,Mexico,1212,36,15,2
2024-06-11,michoacán,Mexico,974,35,14,2
2024-06-11,morelos,Mexico,787,43,8,1
2024-06-11,tabasco,Mexico,825,26,12,1
2024-06-11,guerrero,Mexico,490,21,8,4
2024-06-11,chiapas,Mexico,473,26,6,1
2024-06-11,san luis potosí,Mexico,459,16,7,1
2024-06-11,hidalgo,Mexico,539,18,10,1
2024-06-11,oaxaca,Mexico,211,5,3,0
2024-06-11,aguascalientes,Mexico,352,9,5,1
2024-06-11,zacatecas,Mexico,285,10,8,4
2024-06-11,baja california sur,Mexico,299,13,8,2
2024-06-11,durango,Mexico,242,6,3,1
2024-06-11,campeche,Mexico,304,10,4,1
2024-06-11,nayarit,Mexico,183,8,3,0
2024-06-11,colima,Mexico,229,9,6,0
2024-06-11,tlaxcala,Mexico,229,7,7,1
2024-06-12,mexico city,Mexico,13013,539,311,46
2024-06-12,méxico,Mexico,5731,217,105,16
2024-06-12,nuevo león,Mexico,4908,184,77,20
2024-06-12,jalisco,Mexico,4492,177,85,13
2024-06-12,veracruz,Mexico,1862,76,40,8
2024-06-12,guanajuato,Mexico,1640,58,29,9
2024-06-12,sinaloa,Mexico,1161,35,11,3
2024-06-12,puebla,Mexico,1625,60,21,3
2024-06-12,querétaro,Mexico,1253,46,26,4
2024-06-12,baja california,Mexico,1335,41,13,0
2024-06-12,chihuahua,Mexico,1160,47,19,3
2024-06-12,sonora,Mexico,960,44,22,4
2024-06-12,coahuila,Mexico,1196,127,96,7
2024-06-12,tamaulipas,Mexico,1002,35,11,3
2024-06-12,yucatán,Mexico,1247,44,20,7
2024-06-12,quintana roo,Mexico,1315,42,23,5
2024-06-12,michoacán,Mexico,960,27,17,5
2024-06-12,morelos,Mexico,817,29,10,1
2024-06-12,tabasco,Mexico,892,40,18,6
2024-06-12,guerrero,Mexico,502,22,16,1
2024-06-12,chiapas,Mexico,473,27,13,2
2024-06-12,san luis potosí,Mexico,432,15,8,2
2024-06-12,hidalgo,Mexico,468,13,5,0
2024-06-12,oaxaca,Mexico,226,7,4,1
2024-06-12,aguascalientes,Mexico,356,15,4,1
2024-06-12,zacatecas,Mexico,225,4,0,0
2024-06-12,baja california sur,Mexico,265,7,3,0
2024-06-12,durango,Mexico,254,10,2,1
2024-06-12,campeche,Mexico,315,13,3,0
2024-06-12,nayarit,Mexico,158,9,4,1
2024-06-12,colima,Mexico,229,10,2,1
2024-06-12,tlaxcala,Mexico,233,11,4,1
2024-06-13,mexico city,Mexico,11969,542,304,36
2024-06-13,méxico,Mexico,5300,211,125,23
2024-06-13,nuevo león,Mexico,4415,152,66,14
2024-06-13,jalisco,Mexico,4200,169,74,14
2024-06-13,veracruz,Mexico,1613,50,25,4
2024-06-13,guanajuato,Mexico,1445,51,22,3
2024-06-13,sinaloa,Mexico,1179,43,14,4
2024-06-13,puebla,Mexico,1493,57,21,4
2024-06-13,querétaro,Mexico,1126,38,15,2
2024-06-13,baja california,Mexico,1237,45,12,2
2024-06-13,chihuahua,Mexico,1113,34,12,1
2024-06-13,sonora,Mexico,913,31,10,2
2024-06-13,coahuila,Mexico,1157,134,84,3
2024-06-13,tamaulipas,Mexico,936,22,12,0
2024-06-13,yucatán,Mexico,1121,31,13,1
2024-06-13,quintana roo,Mexico,1103,40,20,7
2024-06-13,michoacán,Mexico,913,35,15,3
2024-06-13,morelos,Mexico,712,34,11,3
2024-06-13,tabasco,Mexico,732,25,19,1
2024-06-13,guerrero,Mexico,439,9,6,1
2024-06-13,chiapas,Mexico,392,18,5,1
2024-06-13,san luis potosí,Mexico,487,25,9,1
2024-06-13,hidalgo,Mexico,436,13,5,2
2024-06-13,oaxaca,Mexico,196,8,3,1
2024-06-13,aguascalientes,Mexico,318,16,8,1
2024-06-13,zacatecas,Mexico,242,14,5,1
2024-06-13,baja california sur,Mexico,250,6,1,0
2024-06-13,durango,Mexico,224,4,3,0
2024-06-13,campeche,Mexico,293,17,10,3
2024-06-13,nayarit,Mexico,133,6,4,1
2024-06-13,colima,Mexico,217,7,0,0
2024-06-13,tlaxcala,Mexico,175,11,5,0
2024-06-14,mexico city,Mexico,11125,529,318,47
